system:index,BAft2acre,Defol17abs,DefolMean,DefolSD,DefolSD3x3,HotSpot,OakDefolMe,OakDefolSD,PropOak,SmplPnt,TYPE_ABREV,YEAR_COMPL,harv,hotplot,latitude,longitude,m_evi_2000_2010_h12_16d,m_evi_2000_2010_h12_full,m_evi_2000_2010_h13_16d,m_evi_2000_2010_h13_full,m_evi_2005_2015_h12_16d,m_evi_2005_2015_h12_full,m_evi_2005_2015_h13_16d,m_evi_2005_2015_h13_full,m_ndvi_2000_2010_h12_16d,m_ndvi_2000_2010_h12_full,m_ndvi_2000_2010_h13_16d,m_ndvi_2000_2010_h13_full,m_ndvi_2005_2015_h12_16d,m_ndvi_2005_2015_h12_full,m_ndvi_2005_2015_h13_16d,m_ndvi_2005_2015_h13_full,m_reanalysis,m_sr_2000_2010_h12_16d,m_sr_2000_2010_h12_full,m_sr_2000_2010_h13_16d,m_sr_2000_2010_h13_full,m_sr_2005_2015_h12_16d,m_sr_2005_2015_h12_full,m_sr_2005_2015_h13_16d,m_sr_2005_2015_h13_full,m_tcg_2000_2010_h12_16d,m_tcg_2000_2010_h12_full,m_tcg_2000_2010_h13_16d,m_tcg_2000_2010_h13_full,m_tcg_2005_2015_h12_16d,m_tcg_2005_2015_h12_full,m_tcg_2005_2015_h13_16d,m_tcg_2005_2015_h13_full,.geo
7,70,0.427832,2,1.290994449,0.198664,6,NA,NA,0,81,Wp,2002,Y,6 81,42.42364425,-72.23847048,0.455617004,0.671933561,0.477254174,0.704343899,-0.475793494,-0.39520837,-0.203711561,-0.271190528,1.164729613,1.307347235,1.195801397,1.305420827,-0.984222079,-0.562350277,-0.889747687,-0.490472002,0.427831809,2.228112561,1.551500029,2.043357236,1.450693946,-1.040440426,-0.75632949,-0.789533372,-0.539479266,0.478651542,0.664195243,0.510992295,0.689736446,-0.782972969,-0.515806992,-0.4280531,-0.371342095,"{""type"":""Point"",""coordinates"":[-72.23847247864354,42.42363604999774]}"
81,120,-1.0101,1,0,0.4243,1,1,0,0.166666667,98,Wp,2002,Y,1 98,42.30966962,-72.37269445,-0.460418443,-0.891861154,-0.490388927,-1.130404989,-1.07076525,-0.589653478,-1.101586355,-0.598681245,-0.263217534,-0.149269635,-0.386983985,-0.511058212,-1.643890051,-1.024991612,-1.672191415,-0.992550575,-1.010095119,-0.422117377,-0.719555517,-0.447910141,-0.923407614,-2.485976114,-1.719246727,-2.499713258,-1.579323254,-0.512454894,-0.74635735,-0.559847345,-1.010033486,-1.200728695,-0.617138547,-1.254057317,-0.637670812,"{""type"":""Point"",""coordinates"":[-72.37269442774209,42.30966273802555]}"
000000000000000000cb,110,0.444267,1.363636364,0.674199862,0.356692,6,NA,NA,0,73,Wp,2003,Y,6 73,42.43073004,-72.25417358,-0.501016579,-0.215814637,-0.158866955,0.058423452,-0.968370474,-0.888948945,-0.525719951,-0.61939218,0.465859076,0.404090912,0.507411207,0.497199121,-1.021661321,-0.889252316,-0.840870087,-0.748411264,0.44426701,0.289013397,-0.159534564,0.36811651,0.049461018,-1.524103341,-1.451625393,-1.103898417,-1.091821954,-0.615242757,-0.210061185,-0.240372801,0.047115612,-1.253357337,-1.049961062,-0.76739687,-0.776779711,"{""type"":""Point"",""coordinates"":[-72.254175051155,42.430723778921774]}"
100,110,0.199044,1.090909091,0.301511345,0.191484,3,1.5,0.707106781,0.181818182,0,Wp,2005,Y,3 0,42.37739121,-72.34238921,0.616553327,0.773021983,0.602554072,0.668353273,-1.721588938,-1.407921038,-1.42813364,-1.246407304,0.934534802,1.407026499,0.933544038,1.27563572,-1.69272455,-1.341675661,-1.699584408,-1.359398552,0.199043989,1.181850496,1.196625795,1.164571889,1.106130477,-2.140118091,-1.742154636,-2.18673635,-1.626112519,0.28110513,0.551996592,0.353090544,0.526067946,-1.856890564,-1.647616951,-1.614859001,-1.451486718,"{""type"":""Point"",""coordinates"":[-72.34238960405118,42.377380723307695]}"
0000000000000000008e,100,0.111578,2,1.247219129,1.24976,6,3.5,0.707106781,0.2,11,Wp,2007,Y,6 11,42.4320137,-72.2491812,-1.038161478,-0.727947364,-0.635618432,-0.502598579,-1.489708728,-1.366104383,-1.180636323,-1.144202168,-7.63E-04,-0.03215512,0.227822859,0.095685399,-1.16908843,-1.016197539,-1.129014633,-0.952408389,0.11157817,-0.034835473,-0.487126521,0.121719798,-0.319604405,-1.949913409,-1.804847665,-1.598378434,-1.42572077,-0.994862401,-0.773802079,-0.64806756,-0.566065172,-1.769952462,-1.516902892,-1.559016589,-1.37057989,"{""type"":""Point"",""coordinates"":[-72.24917896380676,42.43200448073134]}"
000000000000000000ac,0,-5.55342,NA,NA,2.76359,6,NA,NA,NA,41,Wp,2007,Y,6 41,42.43189189,-72.25149592,2.021651176,1.853245782,1.92354501,1.88231418,0.013223944,-0.043775979,0.304013642,0.210250182,1.845707369,1.648651336,1.968138885,1.83391946,-0.403648435,-0.292963716,-0.279872744,-0.111694865,-5.553421021,2.494563127,1.67488027,2.387476091,1.789527567,-0.914248492,-0.850295388,-0.693152478,-0.577437334,2.290728729,2.02957979,2.243711438,2.097902802,-0.082907369,-0.118809786,0.230594854,0.124833284,"{""type"":""Point"",""coordinates"":[-72.25149610354542,42.43188253802302]}"
168,70,0.794226,1,0,0.452992,5,NA,NA,0,0,Wp,2010,Y,5 0,42.35465857,-72.27388358,1.221647606,1.185076175,1.373227538,1.263178964,-0.333628897,-0.283235137,-0.050911666,-0.0796991,1.419752412,0.953879575,1.591562477,1.086451243,-0.246595497,0.007544702,-0.114537049,0.087790058,0.794225861,1.842512006,0.977627714,1.899399261,1.081133572,-0.705035344,-0.335347351,-0.478156587,-0.178224073,1.414461583,1.454002411,1.631593117,1.547523941,-0.513253353,-0.336068616,-0.265615591,-0.16461049,"{""type"":""Point"",""coordinates"":[-72.27388448269808,42.354651525681255]}"
169,30,0.612577,1.666666667,0.577350269,0.528185,5,NA,NA,0,1,Wp,2010,Y,5 1,42.35413341,-72.27255349,-0.389467322,-0.033745935,0.018319134,0.323595209,-0.7659016,-0.591593393,-0.396842632,-0.401045964,-0.028419607,0.155771617,0.254294138,0.38248292,-0.878053966,-0.440757668,-0.651784299,-0.359233156,0.612576877,0.430949624,0.269742715,0.598093218,0.44165025,-0.971892085,-0.382255543,-0.698993382,-0.226714012,-0.136656399,0.189350057,0.226351731,0.532719459,-0.957688498,-0.67269125,-0.595249759,-0.503865781,"{""type"":""Point"",""coordinates"":[-72.27255375413837,42.35412366878916]}"
0000000000000000016a,80,-0.729107,1.5,0.9258201,0.468531,5,3,NA,0.125,2,Wp,2010,Y,5 2,42.35381232,-72.2738001,-0.641854067,-0.552206138,-0.339795061,-0.219545456,-1.658665793,-1.628084852,-1.493728564,-1.368961094,-0.102028737,0.092475939,0.072576957,0.168129036,-1.07141512,-0.604436823,-0.951622328,-0.546356926,-0.729107464,0.119683889,-0.11370543,0.240749607,0.016320704,-1.78929973,-1.113161293,-1.568750052,-0.930336085,-0.510693933,-0.273170292,-0.225955715,-0.029068161,-1.961578868,-1.872225746,-1.900287648,-1.718755283,"{""type"":""Point"",""coordinates"":[-72.27379872371303,42.353801695491015]}"
174,60,0.224274,1.333333333,0.816496581,0.187391,5,NA,NA,0,12,Wp,2010,Y,5 12,42.35308827,-72.27140455,-0.406982924,-0.210180041,0.052370475,0.112824729,-0.318178636,-0.382604068,-0.098670369,-0.19123664,-0.211096618,-0.021522599,0.138674292,0.186910386,-0.376539634,-0.208676494,-0.316079117,-0.174234366,0.224274132,0.747882575,0.23587858,0.767831313,0.362062983,-0.667982374,-0.257170212,-0.472296119,-0.090769001,-0.163490551,-0.015214893,0.232417076,0.251989328,-0.532082866,-0.485384621,-0.311103835,-0.298990011,"{""type"":""Point"",""coordinates"":[-72.27140287287256,42.35307959103498]}"
0000000000000000019c,60,-0.688413,1.166666667,0.40824829,0.7682,5,2,NA,0.166666667,66,Wp,2010,Y,5 66,42.341909,-72.27529834,0.359210391,0.586173327,0.562477928,0.605014362,-0.515346051,-0.396415513,-0.331199824,-0.315573909,0.845748405,0.75048868,0.955281556,0.809746235,-0.478324246,-0.250477357,-0.37639124,-0.189231535,-0.688412566,0.982105962,0.273438734,0.913941427,0.300358135,-1.188484773,-1.08957715,-0.969794783,-0.88094429,0.492824984,0.682381894,0.696439813,0.720959053,-0.854430095,-0.646246488,-0.633402436,-0.53703175,"{""type"":""Point"",""coordinates"":[-72.2752969733981,42.34189941907785]}"
0000000000000000012b,190,-0.245703,1.210526316,0.535303379,0.260913,3,2,0.816496581,0.210526316,43,Wp,2018,Y,3 43,42.37275009,-72.33530072,-0.085253173,-0.73630548,0.079595152,-0.635922264,-0.45008469,-0.829096639,-0.475664532,-1.078810201,0.268860124,0.17564884,0.416232189,0.149030598,-0.678493865,-0.359237492,-0.720016935,-0.640743461,-0.245702709,0.257380811,-0.244886214,0.351158373,-0.192485794,-1.556322511,-0.899340604,-1.460515171,-0.915577195,0.126118649,-0.716290699,0.285959793,-0.636813881,-0.758853193,-0.963373938,-0.771847032,-1.220514873,"{""type"":""Point"",""coordinates"":[-72.33530104451948,42.37274071440294]}"
142,20,-0.327406,2.5,2.121320344,0.502112,3,NA,NA,0,69,BbRm,1997,Y,3 69,42.36862025,-72.34732701,0.085819453,-0.25966842,0.190369454,-0.181738603,0.053401181,-0.329952759,-0.072196989,-0.235396155,-0.050586787,-0.087794259,0.06491764,-0.107615419,-0.242462732,-0.051443857,-0.500887263,-0.147371175,-0.327405632,-0.178197335,-0.012010008,-0.042168784,0.008171858,-1.116784221,-0.639578028,-0.913474738,-0.414184571,0.378610353,-0.012535327,0.417135666,0.003274055,-0.117304117,-0.495434351,-0.206171624,-0.345493487,"{""type"":""Point"",""coordinates"":[-72.34732587629283,42.36861083034783]}"
143,80,-0.211692,1,0,0.281443,3,NA,NA,0,70,BbRm,1997,Y,3 70,42.36796798,-72.34679701,0.421622982,0.048379379,0.341124521,-0.136816891,-0.351552436,-0.285020086,-0.419498193,-0.479771906,0.337812053,0.223007016,0.283902042,-0.028048052,-0.177425423,0.078647876,-0.442891396,-0.268120431,-0.211691767,0.204700417,-0.137912434,0.155658774,-0.1995343,-0.829141872,-0.731423509,-0.749333175,-0.665236834,0.398697314,0.162536191,0.330881694,-0.027449702,-0.618168591,-0.463224591,-0.61007281,-0.602467364,"{""type"":""Point"",""coordinates"":[-72.34679532378493,42.367957882486095]}"
0000000000000000018c,70,-2.43272,2.857142857,0.690065559,0.335964,5,3,0.632455532,0.857142857,43,BbRm,1997,Y,5 43,42.34486478,-72.26443554,-1.971614798,-1.783631567,-1.785609941,-1.572404144,-2.050694035,-2.09220552,-2.086603711,-2.136051212,-0.41679606,-0.47890884,-0.318568653,-0.358126552,-1.597110817,-1.257342436,-1.806456035,-1.429421,-2.4327242,-1.002837467,-1.137776967,-0.785378491,-0.917572674,-2.747238406,-2.192861449,-2.586510421,-2.01427826,-1.986612422,-1.809056967,-1.840429289,-1.605381306,-2.231155313,-2.275733905,-2.316359514,-2.368365555,"{""type"":""Point"",""coordinates"":[-72.26443609766892,42.34485617960659]}"
000000000000000001a1,120,-1.00535,1.666666667,0.778498944,0.281564,5,2.166666667,0.752772653,0.5,74,BbRm,1997,Y,5 74,42.34661947,-72.28273482,-1.668013475,-1.152758706,-1.027254859,-0.840408014,-1.016168312,-0.821971744,-0.644463238,-0.612585326,-1.045294868,-0.862726834,-0.711621602,-0.7318075,-1.271829024,-0.821405333,-0.984733877,-0.7331736,-1.00534606,-1.16720812,-1.202768856,-0.760689377,-0.946002791,-1.988207379,-1.308788201,-1.551186839,-1.068294278,-1.619093835,-1.004606764,-1.067520465,-0.782681522,-1.123705284,-0.733995924,-0.783893276,-0.587916905,"{""type"":""Point"",""coordinates"":[-72.28273682846499,42.346609400163565]}"
0000000000000000012c,110,-0.287585,1.363636364,0.924416278,0.211895,3,1.2,0.447213595,0.454545455,44,BbRm,2018,Y,3 44,42.37209777,-72.3347708,0.140431398,-0.332529377,0.229477556,-0.207789847,-0.318588181,-0.301515946,-0.381988748,-0.385697988,0.426836378,0.182012189,0.509884898,0.158654118,-0.557195056,-0.356979803,-0.691379687,-0.530901648,-0.287585497,0.561338328,-0.08394179,0.549843109,0.0288153,-1.474292536,-1.281500832,-1.230500071,-1.098685779,0.490656062,-0.192612688,0.568762101,-0.083904372,-0.554321203,-0.45823656,-0.610146437,-0.54023387,"{""type"":""Point"",""coordinates"":[-72.33477057340387,42.37208771388283]}"
0000000000000000012d,150,-0.585922,1.2,0.560611911,0.190471,3,1.2,0.447213595,0.333333333,45,BbRm,2018,Y,3 45,42.37190386,-72.33521647,0.323779862,-0.315300069,0.388066732,-0.090260586,-0.641827265,-0.340949607,-0.771736454,-0.43998118,0.620776391,0.357691271,0.699533576,0.47956023,-0.648574843,-0.497114993,-0.81917852,-0.666998865,-0.585921526,1.183681851,0.535096115,1.044184862,0.64205132,-1.045650874,-0.957444219,-1.031684859,-0.896584427,0.547257424,-0.292491475,0.628753442,-0.068324468,-0.853730132,-0.467226273,-0.930038314,-0.564805246,"{""type"":""Point"",""coordinates"":[-72.33521301777472,42.371895207445995]}"
149,90,-0.409256,1,0,0.177644,3,NA,NA,0,77,BbRm,2018,Y,3 77,42.36709101,-72.33613215,-1.155558709,-1.145940287,-0.785570671,-0.826478835,-1.108861793,-1.353236578,-1.065071218,-1.173156342,-0.808277196,-0.62641241,-0.656336806,-0.555550903,-0.943238695,-0.880088296,-0.972901554,-0.773867848,-0.409256172,-0.316094222,-0.490787176,-0.106512235,-0.313518349,-1.363137316,-1.097274211,-1.302343546,-0.837857293,-0.807015197,-1.032061918,-0.560792878,-0.792492254,-1.381876508,-1.5346354,-1.363604798,-1.39828787,"{""type"":""Point"",""coordinates"":[-72.33613403536019,42.367082728126015]}"
0000000000000000014a,100,-0.212534,1,0,0.148411,3,NA,NA,0,78,BbRm,2018,Y,3 78,42.36657094,-72.33631283,-0.22115201,-0.360225781,-0.273941965,-0.295805719,-0.082994368,-0.618521869,-0.359916573,-0.731501167,0.067927165,0.072465997,-0.071135786,-0.015841261,-0.061906843,-0.216316214,-0.357037408,-0.366312606,-0.212534487,0.19419941,-0.151494455,0.114834564,-0.057473877,-0.575019786,-0.315208439,-0.639953896,-0.285783768,0.054940027,-0.228433552,-0.061629746,-0.226739284,-0.274181791,-0.661735227,-0.541594585,-0.822929999,"{""type"":""Point"",""coordinates"":[-72.33631491035841,42.36656211910481]}"
0000000000000000014b,110,-1.10502,1.909090909,0.943879807,0.520338,3,2.666666667,0.516397779,0.545454545,79,BbRm,2018,Y,3 79,42.36650927,-72.33746903,-0.389211495,-1.253841752,-0.309102676,-1.087300121,-0.822262337,-1.222084325,-0.916485229,-1.29920742,-0.200343486,-0.589798023,-0.239953163,-0.691932161,-1.019465934,-0.874150255,-1.136381103,-1.062181846,-1.10501904,-0.562025166,-1.272688495,-0.358415952,-1.011182857,-1.870923375,-1.276297906,-1.725846713,-1.053348831,-0.274756348,-1.297264037,-0.212868316,-1.177276555,-1.114702711,-1.351808833,-1.201664691,-1.460683115,"{""type"":""Point"",""coordinates"":[-72.33746862767003,42.36650198572754]}"
13,90,-0.671415,1,0,0.379367,2,1,NA,0.111111111,15,NrHd,1996,Y,2 15,42.3898235,-72.39141786,-0.807662917,-0.98189275,-0.289324401,-0.358701253,-0.952136847,-0.742562215,-0.746962037,-0.674946897,-0.308036891,-0.470176376,0.088533866,0.013144695,-0.406879207,-0.269318278,-0.423296941,-0.329804616,-0.671415329,-0.329482146,-0.660317627,-0.030350163,-0.249040654,-1.027542346,-1.065063007,-0.932410748,-0.922912169,-0.758043791,-1.098024475,-0.249504542,-0.447839765,-1.240191758,-0.94871579,-1.08543122,-0.904584409,"{""type"":""Point"",""coordinates"":[-72.39141938089682,42.3898166918141]}"
11,110,-1.63003,2.272727273,1.190874392,0.435556,2,3,0.816496581,0.636363636,7,NrHd,1997,Y,2 7,42.39124047,-72.38562985,-2.05194785,-2.030992075,-1.591538235,-1.669147599,-2.065623813,-1.785626196,-1.99407587,-2.035277905,-0.409526507,-0.357513306,-0.169282681,-0.212270539,-0.471176689,-0.249792695,-0.727524244,-0.656494785,-1.630029678,-1.43873816,-1.164535221,-0.919171152,-0.875342971,-1.679638413,-1.0376957,-1.480333722,-1.063439975,-1.991693672,-2.125750296,-1.669758331,-1.88195449,-2.312519309,-2.05182757,-2.287665619,-2.361901962,"{""type"":""Point"",""coordinates"":[-72.38562607826044,42.391232984954044]}"
12,110,-2.20594,2.636363636,0.924416278,0.269081,2,2.636363636,0.924416278,1,8,NrHd,1997,Y,2 8,42.39117448,-72.38527439,-1.964256327,-2.183730004,-1.867434442,-2.03989066,-2.110893175,-1.978801846,-2.14422731,-2.330972379,-0.572893131,-0.695325429,-0.53153544,-0.691765727,-0.655681084,-0.503351874,-0.879843269,-0.995636668,-2.205939293,-1.709533043,-1.621052526,-1.30324605,-1.287245209,-1.916051687,-1.365665224,-1.65262403,-1.303538782,-1.871809236,-2.202475197,-1.827125181,-2.139688875,-2.38194691,-2.147011346,-2.462323171,-2.548218526,"{""type"":""Point"",""coordinates"":[-72.38527319017362,42.39116747268548]}"
0.00E+00,60,-1.00653,1.333333333,0.816496581,0.474539,4,3,NA,0.166666667,77,NrHd,2001,Y,4 77,42.41505824,-72.33800339,-0.970788831,-0.655146237,-0.761287446,-0.437513003,-1.235413439,-0.562083142,-1.010079345,-0.538842592,-0.554727897,-0.159115447,-0.319945962,0.053058763,-0.450616269,-0.463168521,-0.461668844,-0.48355089,-1.006534815,-1.327137678,-0.805457417,-0.921176072,-0.528566969,-1.589440784,-1.353365627,-1.410246608,-1.181785437,-1.149036675,-0.759338142,-0.940264591,-0.546824086,-1.625695054,-0.808582797,-1.305735128,-0.754610783,"{""type"":""Point"",""coordinates"":[-72.33800309535452,42.41504881793488]}"
000000000000000000eb,120,-0.891113,1,0,0.140532,4,NA,NA,0,79,NrHd,2001,Y,4 79,42.41237376,-72.3325019,-0.267830465,-0.406857243,-0.244521901,-0.451653905,-0.068463621,-0.181263731,-0.005810456,-0.274481526,-0.04604068,0.030601766,-0.035621482,-0.078973656,-0.413356825,-0.231160962,-0.475133891,-0.395726725,-0.891112645,-0.964073555,-1.064804756,-0.765189608,-0.867302172,-1.444481388,-1.131831291,-1.23433611,-0.968466834,-0.429175827,-0.587306891,-0.390952518,-0.636337663,-0.506512695,-0.466266382,-0.363753493,-0.534495801,"{""type"":""Point"",""coordinates"":[-72.33250319929112,42.41236748205633]}"
000000000000000000be,40,-1.032,2,1.154700538,0.161014,6,NA,NA,0,60,NrHd,2002,Y,6 60,42.42572972,-72.23925696,-1.247991477,-1.083932347,-0.867138701,-0.807092028,-1.011612843,-0.916403539,-0.690761161,-0.595721995,0.100898106,0.398118414,0.212976226,0.409582294,-0.555755252,-0.532399813,-0.576999959,-0.48042787,-1.032000303,-0.260343315,-0.856508016,-0.093247861,-0.614706547,-1.234007402,-1.344656376,-0.88746656,-0.928539861,-1.531487936,-1.458518741,-1.111080594,-1.121313465,-1.403330771,-1.242357927,-1.053952691,-0.882654942,"{""type"":""Point"",""coordinates"":[-72.23925464771509,42.42572044606226]}"
0000000000000000016f,140,-0.719205,1.214285714,0.425815314,0.280591,5,2,NA,0.071428571,7,NrHd,2010,Y,5 7,42.3541945,-72.27139744,-0.687632965,-0.563231231,-0.390320654,-0.232133386,-1.609959626,-1.539188566,-1.243995918,-1.208108068,-0.252837238,-0.129424166,0.020940168,0.109188989,-1.30793842,-1.001042204,-1.113734561,-0.864622969,-0.719205127,-0.374003121,-0.669686109,-0.169955426,-0.386415078,-2.27014477,-1.739311062,-1.967518226,-1.445670698,-0.677487791,-0.50493966,-0.411407036,-0.208853002,-1.796148201,-1.659638791,-1.531764443,-1.414663201,"{""type"":""Point"",""coordinates"":[-72.27139868770311,42.354187526133394]}"
170,170,-0.803465,1.764705882,0.9701425,0.304505,5,2.666666667,0.577350269,0.176470588,8,NrHd,2010,Y,5 8,42.35393452,-72.27148801,-0.916314574,-0.854933624,-0.572031006,-0.535583775,-1.432886639,-1.426452788,-1.170037984,-1.159936727,-0.436107811,-0.350870928,-0.139230982,-0.144625392,-1.20530733,-0.886189591,-1.015887479,-0.782513499,-0.803464949,-0.682835816,-0.883863475,-0.421785241,-0.572995438,-2.107899523,-1.545874687,-1.722991493,-1.21235095,-0.880208355,-0.742971961,-0.608828176,-0.504822565,-1.565272615,-1.511793447,-1.409225695,-1.354164118,"{""type"":""Point"",""coordinates"":[-72.27149010026032,42.35392512027273]}"
171,160,-0.794731,1.4375,0.62915287,0.459834,5,2,NA,0.0625,9,NrHd,2010,Y,5 9,42.35367453,-72.27157858,-0.669097684,-0.434412905,-0.393424832,-0.182082996,-0.683579249,-0.926907258,-0.572049305,-0.665891792,-0.255514591,-0.108851717,-0.085262463,0.040898803,-0.621737055,-0.675969104,-0.588353829,-0.575847111,-0.79473114,0.248450797,-0.050631574,0.296354488,0.098479266,-0.93608936,-1.013728438,-0.786110167,-0.707450452,-0.550404383,-0.35317924,-0.345866332,-0.171545739,-0.776975563,-0.959194642,-0.70326134,-0.755142236,"{""type"":""Point"",""coordinates"":[-72.27158001357826,42.35366701617226]}"
172,200,0.199992,1.3,0.571240571,0.346496,5,NA,NA,0,10,NrHd,2010,Y,5 10,42.35315457,-72.27175971,-0.294204704,-0.214041331,0.137189005,0.070160415,-0.783473182,-0.774625301,-0.573631235,-0.537087413,0.131825515,0.210107247,0.460140363,0.374212951,-0.521065715,-0.296437215,-0.485961159,-0.266481154,0.199991862,0.688133119,0.139757935,0.793546603,0.262960675,-1.148759965,-0.671999925,-0.951866794,-0.463472466,-0.309423896,-0.131152755,0.122466493,0.13516172,-0.986937537,-0.83334985,-0.792440454,-0.651151949,"{""type"":""Point"",""coordinates"":[-72.27176133673997,42.35314650631091]}"
0000000000000000019a,60,-1.15997,2.166666667,0.752772653,0.199483,5,2,0.816496581,0.666666667,64,OkHd,1995,Y,5 64,42.34228079,-72.26987419,-1.246491324,-0.82108416,-1.034639063,-0.560340831,-1.197845474,-1.170121652,-0.991750091,-1.013374716,-0.335143846,-0.099098256,-0.126267507,0.071132124,-0.918523741,-0.741099863,-0.785353419,-0.661012908,-1.159974154,-0.14516051,-0.368390647,-0.066793303,-0.190141384,-1.632494237,-1.384900254,-1.293219495,-1.121240329,-1.138753291,-0.715208129,-0.952394855,-0.471755643,-1.312200398,-1.243393188,-1.193108687,-1.14791194,"{""type"":""Point"",""coordinates"":[-72.26987379759396,42.34227054056393]}"
0000000000000000019b,30,-0.995836,1.666666667,1.154700538,0.267703,5,1,NA,0.333333333,65,OkHd,1995,Y,5 65,42.34221448,-72.2695191,-0.657857342,-0.321308132,-0.426566699,0.005101508,-0.744047329,-0.662324166,-0.447006813,-0.536856013,-0.135123624,0.190872793,0.062502196,0.406854519,-0.81950028,-0.373852654,-0.616466951,-0.347807343,-0.995836146,0.384109766,0.051036017,0.438056373,0.227823991,-1.544547989,-0.893104369,-1.118063644,-0.700462749,-0.559290764,-0.226607452,-0.314648328,0.12447628,-0.953816764,-0.827852062,-0.673206576,-0.714626103,"{""type"":""Point"",""coordinates"":[-72.26952126707802,42.34220471807264]}"
0000000000000000018f,120,-1.72914,2.416666667,1.083624669,0.252066,5,2.666666667,0.516397779,0.5,47,OkHd,1996,Y,5 47,42.34660416,-72.27820168,-2.144449197,-2.0370212,-1.858315098,-1.837849216,-2.193556578,-2.147974893,-2.046231814,-2.038848919,-0.898074051,-0.928514934,-0.804828793,-0.91365247,-1.586663318,-1.139371597,-1.574067885,-1.226391235,-1.729138318,-1.249324737,-1.517219818,-1.034012183,-1.32346589,-2.736529755,-2.080628807,-2.437207983,-1.853169458,-2.246168881,-2.092957673,-2.020768498,-1.948625418,-2.516604373,-2.310418089,-2.445146912,-2.303425979,"{""type"":""Point"",""coordinates"":[-72.2781982099726,42.34659622463528]}"
193,100,0.0715339,1.9,0.737864787,0.379038,5,3,NA,0.1,53,OkHd,1997,Y,5 53,42.34408077,-72.28248408,-1.002573441,-0.555495276,-0.673720791,-0.317738035,-0.582822281,-0.409730967,-0.37232599,-0.285918227,-0.519133343,-0.095306097,-0.376124376,0.058590736,-0.570485681,-0.45618176,-0.525492605,-0.414122011,0.071533897,-0.270103869,-0.242867656,-0.088311779,-0.085005598,-1.223968151,-0.99064443,-0.970277822,-0.746977109,-0.931971047,-0.48703072,-0.598411804,-0.236093657,-0.771333389,-0.564714582,-0.529272394,-0.414010344,"{""type"":""Point"",""coordinates"":[-72.28248214368246,42.3440696565626]}"
000000000000000001ae,90,-1.2184,2.111111111,1.166666667,0.475983,5,3,0.816496581,0.444444444,90,OkHd,1999,Y,5 90,42.33880458,-72.28091739,-2.416382672,-1.772122573,-1.963460307,-1.474550643,-1.619996853,-1.234336183,-1.277522584,-1.035258817,-1.7273237,-1.330385508,-1.500731604,-1.216988047,-1.534462933,-1.17851815,-1.466879608,-1.160430732,-1.218396137,-1.957851237,-1.847394784,-1.627210057,-1.60317497,-2.400758356,-1.803830018,-2.034694766,-1.524951832,-2.494718789,-1.61453715,-2.171490578,-1.378659667,-1.838308464,-1.382072361,-1.645846009,-1.296109856,"{""type"":""Point"",""coordinates"":[-72.28091375822592,42.33879712385307]}"
000000000000000001af,70,-1.99831,2.285714286,1.380131119,0.122274,5,2.8,1.303840481,0.714285714,91,OkHd,1999,Y,5 91,42.3380144,-72.2781672,-2.071711647,-1.521830172,-1.672072691,-1.315253049,-1.942885642,-1.928054804,-1.753609724,-1.854601926,-1.133697507,-0.793622896,-0.828501267,-0.627664299,-1.430460133,-1.181013824,-1.346006236,-1.226812221,-1.998313904,-1.860091241,-1.554516486,-1.464071576,-1.289275589,-2.552758162,-2.111437014,-2.196143167,-1.863530993,-2.162668286,-1.516748972,-1.874954892,-1.364461925,-2.202845737,-2.072841356,-2.168957214,-2.119598643,"{""type"":""Point"",""coordinates"":[-72.27816733056346,42.33800506441646]}"
000000000000000000ad,70,0.685655,2.428571429,1.272418021,0.700689,6,3,1,0.714285714,42,OkHd,2007,Y,6 42,42.4302601,-72.25017198,0.018432052,0.214207063,0.39381169,0.482545866,-1.230315323,-1.167017671,-0.658839182,-0.859156422,0.607324863,0.659926366,0.911990126,0.885619945,-0.908614865,-0.85799217,-0.704111212,-0.778031928,0.685654794,0.759012893,0.46607847,0.863588052,0.596949978,-1.525900197,-1.420402093,-1.154632903,-1.120552882,-0.131013854,0.101719578,0.269633101,0.378950156,-1.602545612,-1.423523452,-1.044280968,-1.148781999,"{""type"":""Point"",""coordinates"":[-72.25017297566885,42.4302517508708]}"
000000000000000001aa,70,-1.49478,1,0,0.413263,5,1,NA,0.142857143,86,OkHd,2008,Y,5 86,42.33973684,-72.26811304,-1.15040737,-0.817993464,-0.780298687,-0.61853265,-1.7340284,-1.590812158,-1.619004523,-1.455427385,0.094970947,0.249609312,0.308837139,0.362892164,-1.35830606,-0.902813654,-1.492342611,-0.931330542,-1.494777298,0.027557752,-0.164570554,0.168105472,-0.082105158,-2.234158567,-1.699425718,-2.039606755,-1.417038326,-1.14248725,-0.730209393,-0.813893397,-0.555849864,-1.878127419,-1.701530002,-1.876360015,-1.66289886,"{""type"":""Point"",""coordinates"":[-72.26811225137702,42.33972879000419]}"
